,0,1
400,entailment,1.0
401,neutral,1.0
402,contradiction,0.8
403,entailment,1.0
404,entailment,1.0
405,contradiction,0.8
406,neutral,1.0
407,contradiction,1.0
408,neutral,1.0
409,entailment,1.0
410,contradiction,1.0
411,entailment,0.8
412,neutral,0.8
413,contradiction,0.8
414,entailment,0.8
415,neutral,1.0
416,entailment,1.0
417,contradiction,1.0
418,neutral,0.8
419,entailment,1.0
420,contradiction,1.0
421,neutral,1.0
422,neutral,0.8
423,contradiction,1.0
424,entailment,1.0
425,contradiction,0.8
426,entailment,1.0
427,entailment,0.8
428,contradiction,1.0
429,entailment,0.8
430,contradiction,1.0
431,neutral,0.6
432,entailment,1.0
433,neutral,0.8
434,contradiction,1.0
435,entailment,1.0
436,contradiction,1.0
437,neutral,1.0
438,neutral,0.6
439,contradiction,1.0
440,entailment,1.0
441,contradiction,1.0
442,neutral,0.6
443,entailment,0.8
444,entailment,1.0
445,contradiction,0.8
446,contradiction,1.0
447,entailment,1.0
448,neutral,1.0
449,contradiction,1.0
450,entailment,1.0
451,neutral,1.0
452,entailment,0.8
453,contradiction,1.0
454,neutral,0.8
455,entailment,0.6
456,entailment,1.0
457,contradiction,0.8
458,contradiction,0.8
459,neutral,1.0
460,entailment,0.8
461,neutral,1.0
462,entailment,1.0
463,contradiction,1.0
464,contradiction,1.0
465,entailment,1.0
466,neutral,0.6
467,neutral,1.0
468,contradiction,1.0
469,entailment,1.0
470,entailment,0.6
471,contradiction,1.0
472,entailment,1.0
473,contradiction,1.0
474,entailment,1.0
475,neutral,0.6
476,entailment,1.0
477,neutral,1.0
478,contradiction,1.0
479,contradiction,0.8
480,entailment,0.8
481,entailment,0.6
482,contradiction,1.0
483,neutral,0.8
484,entailment,0.8
485,neutral,1.0
486,entailment,0.8
487,contradiction,1.0
488,entailment,1.0
489,contradiction,0.6
490,neutral,1.0
491,contradiction,1.0
492,neutral,0.6
493,entailment,1.0
494,entailment,1.0
495,neutral,0.8
496,contradiction,1.0
497,contradiction,0.8
498,entailment,1.0
499,entailment,0.6
500,contradiction,0.8
501,entailment,1.0
502,neutral,1.0
503,contradiction,1.0
504,neutral,1.0
505,entailment,1.0
506,contradiction,1.0
507,entailment,1.0
508,neutral,1.0
509,contradiction,1.0
510,neutral,0.8
511,entailment,1.0
512,neutral,0.8
513,neutral,0.6
514,entailment,0.6
515,entailment,1.0
516,neutral,1.0
517,contradiction,1.0
518,entailment,1.0
519,neutral,1.0
520,contradiction,1.0
521,entailment,1.0
522,neutral,0.8
523,contradiction,0.6
524,neutral,1.0
525,entailment,1.0
526,entailment,1.0
527,contradiction,0.8
528,neutral,0.6
529,entailment,1.0
530,contradiction,1.0
531,neutral,0.8
532,entailment,1.0
533,contradiction,0.8
534,neutral,1.0
535,entailment,1.0
536,neutral,0.8
537,contradiction,1.0
538,contradiction,1.0
539,neutral,1.0
540,entailment,1.0
541,neutral,0.8
542,entailment,0.8
543,contradiction,0.6
544,neutral,1.0
545,contradiction,1.0
546,entailment,0.8
547,entailment,0.8
548,contradiction,0.8
549,neutral,0.8
550,neutral,0.8
551,neutral,0.8
552,contradiction,0.8
553,contradiction,1.0
554,neutral,0.6
555,entailment,0.8
556,entailment,1.0
557,neutral,0.8
558,contradiction,1.0
559,entailment,1.0
560,neutral,0.8
561,contradiction,0.8
562,neutral,0.8
563,entailment,0.8
564,contradiction,0.6
565,entailment,1.0
566,neutral,0.8
567,contradiction,1.0
568,contradiction,1.0
569,neutral,0.6
570,entailment,1.0
571,entailment,0.8
572,contradiction,0.8
573,entailment,0.8
574,entailment,1.0
575,contradiction,1.0
576,neutral,0.8
577,entailment,1.0
578,contradiction,1.0
579,neutral,1.0
580,neutral,1.0
581,contradiction,1.0
582,entailment,1.0
583,neutral,1.0
584,contradiction,1.0
585,entailment,0.8
586,contradiction,0.6
587,neutral,1.0
588,entailment,1.0
589,contradiction,1.0
590,neutral,1.0
591,entailment,1.0
592,neutral,0.8
593,contradiction,1.0
594,entailment,0.8
595,neutral,0.6
596,contradiction,1.0
597,entailment,1.0
598,neutral,1.0
599,entailment,1.0
600,contradiction,1.0
601,contradiction,1.0
602,entailment,1.0
603,neutral,0.8
604,neutral,0.8
605,entailment,1.0
606,contradiction,1.0
607,contradiction,0.8
608,neutral,1.0
609,entailment,1.0
610,entailment,1.0
611,contradiction,1.0
612,neutral,0.8
613,entailment,1.0
614,contradiction,0.8
615,neutral,0.6
616,neutral,0.8
617,entailment,1.0
618,neutral,1.0
619,contradiction,0.8
620,entailment,0.8
621,neutral,0.8
622,contradiction,0.8
623,neutral,0.6
624,neutral,0.8
625,neutral,1.0
626,contradiction,0.6
627,neutral,0.8
628,neutral,0.8
629,entailment,1.0
630,contradiction,0.8
631,neutral,1.0
632,entailment,1.0
633,neutral,0.6
634,contradiction,0.8
635,neutral,1.0
636,entailment,0.8
637,contradiction,0.8
638,entailment,1.0
639,contradiction,1.0
640,neutral,1.0
641,entailment,1.0
642,neutral,0.8
643,contradiction,0.8
644,entailment,1.0
645,contradiction,0.8
646,neutral,0.8
647,neutral,0.8
648,entailment,1.0
649,contradiction,1.0
650,contradiction,1.0
651,neutral,1.0
652,entailment,1.0
653,entailment,1.0
654,neutral,0.8
655,contradiction,1.0
656,entailment,1.0
657,contradiction,1.0
658,neutral,0.8
659,neutral,0.8
660,entailment,1.0
661,contradiction,1.0
662,entailment,1.0
663,contradiction,1.0
664,neutral,1.0
665,entailment,0.8
666,contradiction,0.6
667,neutral,0.8
668,entailment,1.0
669,contradiction,0.8
670,neutral,1.0
671,neutral,1.0
672,entailment,1.0
673,contradiction,1.0
674,entailment,0.8
675,neutral,0.6
676,entailment,0.6
677,entailment,1.0
678,contradiction,1.0
679,neutral,0.8
680,entailment,1.0
681,neutral,1.0
682,contradiction,1.0
683,entailment,1.0
684,contradiction,1.0
685,neutral,1.0
686,entailment,1.0
687,contradiction,1.0
688,neutral,0.8
689,entailment,0.8
690,contradiction,1.0
691,contradiction,0.6
692,entailment,0.8
693,contradiction,0.6
694,neutral,0.8
695,entailment,1.0
696,contradiction,1.0
697,neutral,0.8
698,contradiction,0.8
699,neutral,0.6
700,entailment,1.0
701,entailment,0.8
702,neutral,1.0
703,contradiction,1.0
704,neutral,0.6
705,neutral,1.0
706,contradiction,1.0
707,neutral,1.0
708,contradiction,1.0
709,neutral,0.8
710,entailment,1.0
711,neutral,1.0
712,contradiction,1.0
713,entailment,1.0
714,neutral,0.8
715,contradiction,1.0
716,contradiction,0.8
717,entailment,0.8
718,entailment,1.0
719,contradiction,0.6
720,contradiction,1.0
721,entailment,1.0
722,neutral,0.8
723,neutral,0.6
724,contradiction,0.8
725,entailment,1.0
726,neutral,0.8
727,contradiction,0.6
728,contradiction,1.0
729,entailment,0.8
730,neutral,0.8
731,entailment,1.0
732,contradiction,1.0
733,neutral,1.0
734,contradiction,0.8
735,entailment,0.8
736,neutral,0.8
737,neutral,1.0
738,contradiction,0.8
739,entailment,1.0
740,contradiction,0.8
741,neutral,0.8
742,entailment,0.8
743,entailment,0.8
744,neutral,1.0
745,contradiction,1.0
746,neutral,0.6
747,neutral,0.6
748,entailment,1.0
749,neutral,0.8
750,entailment,1.0
751,contradiction,1.0
752,entailment,0.6
753,contradiction,0.8
754,entailment,0.6
755,entailment,1.0
756,neutral,0.8
757,contradiction,1.0
758,neutral,1.0
759,entailment,0.8
760,contradiction,0.6
761,neutral,1.0
762,contradiction,1.0
763,entailment,0.8
764,contradiction,1.0
765,neutral,0.8
766,neutral,0.8
767,entailment,0.8
768,entailment,1.0
769,contradiction,0.8
770,contradiction,1.0
771,neutral,0.8
772,entailment,1.0
773,entailment,1.0
774,contradiction,1.0
775,entailment,0.6
776,neutral,1.0
777,entailment,0.8
778,contradiction,1.0
779,neutral,0.8
780,contradiction,1.0
781,neutral,0.8
782,contradiction,1.0
783,entailment,0.8
784,neutral,0.8
785,contradiction,1.0
786,neutral,0.6
787,entailment,1.0
788,contradiction,0.8
789,entailment,1.0
790,entailment,0.6
791,contradiction,1.0
792,entailment,1.0
793,neutral,1.0
794,contradiction,1.0
795,neutral,1.0
796,entailment,1.0
797,contradiction,1.0
798,entailment,0.6
799,neutral,1.0
800,neutral,1.0
801,contradiction,1.0
802,entailment,0.8
803,entailment,0.6
804,neutral,0.8
805,contradiction,1.0
806,entailment,1.0
807,neutral,1.0
808,contradiction,1.0
809,neutral,0.8
810,contradiction,1.0
811,entailment,1.0
812,neutral,1.0
813,entailment,1.0
814,contradiction,1.0
815,contradiction,1.0
816,neutral,0.8
817,entailment,1.0
818,contradiction,1.0
819,neutral,1.0
820,entailment,1.0
821,neutral,0.8
822,contradiction,1.0
823,entailment,0.6
824,contradiction,1.0
825,entailment,1.0
826,neutral,1.0
827,neutral,1.0
828,entailment,1.0
829,contradiction,0.8
830,neutral,0.8
831,contradiction,1.0
832,entailment,1.0
833,neutral,0.8
834,contradiction,0.6
835,entailment,1.0
836,entailment,1.0
837,neutral,1.0
838,contradiction,0.8
839,contradiction,1.0
840,neutral,1.0
841,entailment,1.0
842,contradiction,1.0
843,neutral,1.0
844,entailment,0.6
845,contradiction,0.6
846,neutral,0.6
847,neutral,0.6
848,entailment,1.0
849,contradiction,1.0
850,neutral,0.8
851,contradiction,1.0
852,entailment,1.0
853,neutral,1.0
854,neutral,0.6
855,contradiction,1.0
856,entailment,1.0
857,neutral,1.0
858,entailment,0.6
859,neutral,0.6
860,neutral,1.0
861,contradiction,0.8
862,entailment,1.0
863,entailment,0.6
864,contradiction,1.0
865,entailment,1.0
866,neutral,1.0
867,contradiction,1.0
868,entailment,1.0
869,contradiction,1.0
870,neutral,0.6
871,entailment,0.8
872,neutral,1.0
873,contradiction,1.0
874,entailment,0.6
875,contradiction,1.0
876,neutral,0.8
877,neutral,1.0
878,contradiction,0.6
879,entailment,0.8
880,entailment,1.0
881,neutral,1.0
882,contradiction,1.0
883,neutral,1.0
884,contradiction,1.0
885,entailment,1.0
886,entailment,1.0
887,neutral,1.0
888,contradiction,0.6
889,contradiction,1.0
890,entailment,0.8
891,neutral,0.6
892,neutral,0.8
893,entailment,0.8
894,contradiction,0.6
895,contradiction,1.0
896,neutral,0.6
897,entailment,0.8
898,contradiction,1.0
899,neutral,0.6
900,entailment,1.0
901,entailment,0.8
902,neutral,0.6
903,neutral,0.8
904,entailment,1.0
905,neutral,1.0
906,contradiction,1.0
907,contradiction,0.8
908,neutral,0.6
909,entailment,0.6
910,contradiction,1.0
911,neutral,0.6
912,neutral,0.6
913,entailment,1.0
914,contradiction,1.0
915,neutral,0.8
916,neutral,0.8
917,entailment,1.0
918,contradiction,1.0
919,entailment,1.0
920,neutral,0.8
921,contradiction,0.8
922,contradiction,1.0
923,entailment,1.0
924,neutral,1.0
925,contradiction,1.0
926,entailment,1.0
927,neutral,1.0
928,contradiction,1.0
929,neutral,0.8
930,entailment,1.0
931,contradiction,1.0
932,neutral,0.8
933,entailment,1.0
934,entailment,1.0
935,contradiction,1.0
936,neutral,1.0
937,neutral,0.6
938,contradiction,1.0
939,entailment,1.0
940,neutral,1.0
941,entailment,1.0
942,contradiction,0.8
943,entailment,1.0
944,neutral,0.6
945,contradiction,1.0
946,neutral,0.8
947,entailment,0.8
948,contradiction,0.8
949,contradiction,1.0
950,neutral,1.0
951,contradiction,1.0
952,neutral,0.8
953,entailment,1.0
954,entailment,0.8
955,neutral,1.0
956,contradiction,1.0
957,entailment,1.0
958,contradiction,1.0
959,contradiction,0.8
960,contradiction,1.0
961,neutral,1.0
962,entailment,1.0
963,entailment,1.0
964,contradiction,1.0
965,neutral,1.0
966,neutral,0.6
967,neutral,0.6
968,contradiction,1.0
969,entailment,0.6
970,neutral,0.6
971,contradiction,1.0
972,entailment,1.0
973,contradiction,0.8
974,neutral,0.6
975,entailment,0.8
976,contradiction,1.0
977,entailment,1.0
978,neutral,1.0
979,contradiction,0.8
980,neutral,0.6
981,contradiction,0.8
982,entailment,1.0
983,neutral,1.0
984,contradiction,1.0
985,neutral,0.8
986,contradiction,0.8
987,entailment,1.0
988,contradiction,0.6
989,entailment,0.8
990,contradiction,1.0
991,neutral,0.8
992,entailment,1.0
993,neutral,0.6
994,entailment,1.0
995,contradiction,1.0
996,contradiction,1.0
997,entailment,1.0
998,neutral,0.6
999,neutral,0.6
1000,neutral,0.6
1001,neutral,1.0
1002,contradiction,1.0
1003,entailment,1.0
1004,neutral,1.0
1005,neutral,1.0
1006,entailment,0.8
1007,contradiction,1.0
1008,contradiction,0.6
1009,neutral,1.0
1010,entailment,1.0
1011,entailment,1.0
1012,neutral,0.6
1013,contradiction,0.8
1014,contradiction,0.6
1015,entailment,0.8
1016,neutral,0.8
1017,neutral,1.0
1018,contradiction,0.8
1019,entailment,1.0
1020,entailment,1.0
1021,contradiction,1.0
1022,neutral,0.8
1023,entailment,1.0
1024,contradiction,1.0
1025,neutral,0.8
1026,contradiction,0.6
1027,entailment,1.0
1028,neutral,1.0
1029,contradiction,1.0
1030,neutral,1.0
1031,entailment,1.0
1032,neutral,0.8
1033,entailment,1.0
1034,contradiction,1.0
1035,entailment,0.8
1036,contradiction,1.0
1037,neutral,0.8
1038,contradiction,0.8
1039,neutral,1.0
1040,entailment,1.0
1041,entailment,0.8
1042,contradiction,1.0
1043,neutral,0.8
1044,neutral,0.6
1045,neutral,0.6
1046,entailment,0.8
1047,neutral,0.8
1048,neutral,1.0
1049,neutral,0.8
1050,contradiction,1.0
1051,entailment,0.8
1052,neutral,0.6
1053,entailment,1.0
1054,neutral,1.0
1055,contradiction,0.8
1056,entailment,1.0
1057,neutral,0.6
1058,contradiction,0.8
1059,neutral,0.8
1060,entailment,1.0
1061,neutral,0.8
1062,entailment,1.0
1063,contradiction,0.6
1064,entailment,0.6
1065,entailment,1.0
1066,contradiction,0.6
1067,neutral,1.0
1068,entailment,1.0
1069,entailment,1.0
1070,contradiction,0.8
1071,neutral,1.0
1072,entailment,1.0
1073,contradiction,1.0
1074,neutral,0.8
1075,neutral,1.0
1076,contradiction,0.8
1077,entailment,0.8
1078,neutral,1.0
1079,contradiction,1.0
1080,entailment,1.0
1081,neutral,1.0
1082,contradiction,1.0
1083,entailment,0.8
1084,contradiction,1.0
1085,entailment,1.0
1086,neutral,0.6
1087,neutral,1.0
1088,contradiction,1.0
1089,entailment,1.0
1090,contradiction,1.0
1091,neutral,1.0
1092,entailment,0.6
1093,neutral,0.8
1094,entailment,1.0
1095,contradiction,1.0
1096,entailment,1.0
1097,neutral,0.8
1098,neutral,0.8
1099,entailment,1.0
1100,contradiction,0.6
1101,contradiction,1.0
1102,entailment,0.8
1103,entailment,0.8
1104,neutral,0.6
1105,neutral,1.0
1106,contradiction,1.0
1107,neutral,1.0
1108,entailment,1.0
1109,contradiction,1.0
1110,neutral,0.8
1111,entailment,1.0
1112,entailment,1.0
1113,contradiction,0.8
1114,neutral,0.6
1115,neutral,0.6
1116,entailment,0.8
1117,contradiction,1.0
1118,neutral,1.0
1119,entailment,1.0
1120,contradiction,1.0
1121,neutral,1.0
1122,contradiction,1.0
1123,entailment,1.0
1124,entailment,1.0
1125,contradiction,1.0
1126,neutral,0.8
1127,entailment,0.8
1128,contradiction,1.0
1129,contradiction,0.6
1130,contradiction,1.0
1131,entailment,0.8
1132,neutral,0.8
1133,contradiction,1.0
1134,neutral,0.8
1135,entailment,1.0
1136,entailment,1.0
1137,contradiction,1.0
1138,neutral,0.8
1139,contradiction,1.0
1140,neutral,1.0
1141,entailment,1.0
1142,entailment,0.6
1143,contradiction,1.0
1144,neutral,0.8
1145,contradiction,1.0
1146,entailment,1.0
1147,neutral,0.8
1148,entailment,1.0
1149,contradiction,0.6
1150,neutral,1.0
1151,contradiction,0.8
1152,entailment,0.8
1153,neutral,0.8
1154,neutral,0.8
1155,entailment,1.0
1156,contradiction,0.8
1157,contradiction,1.0
1158,neutral,1.0
1159,entailment,1.0
1160,contradiction,0.8
1161,entailment,1.0
1162,neutral,1.0
1163,neutral,0.6
1164,entailment,1.0
1165,contradiction,1.0
1166,entailment,0.8
1167,neutral,1.0
1168,contradiction,1.0
1169,neutral,0.8
1170,entailment,1.0
1171,contradiction,1.0
1172,neutral,0.8
1173,contradiction,0.8
1174,entailment,0.6
1175,entailment,0.8
1176,contradiction,1.0
1177,neutral,1.0
1178,contradiction,1.0
1179,entailment,0.8
1180,neutral,0.8
1181,entailment,1.0
1182,contradiction,1.0
1183,neutral,0.8
1184,entailment,0.8
1185,neutral,1.0
1186,contradiction,0.8
1187,entailment,1.0
1188,contradiction,1.0
1189,neutral,1.0
1190,entailment,0.8
1191,contradiction,0.8
1192,neutral,0.6
1193,neutral,0.6
1194,contradiction,1.0
1195,entailment,1.0
1196,neutral,1.0
1197,entailment,0.6
1198,contradiction,1.0
1199,neutral,0.6
1200,entailment,0.8
1201,contradiction,1.0
1202,neutral,1.0
1203,entailment,1.0
1204,contradiction,0.6
1205,contradiction,1.0
1206,neutral,0.8
1207,entailment,1.0
1208,contradiction,1.0
1209,entailment,1.0
1210,neutral,1.0
1211,contradiction,1.0
1212,entailment,1.0
1213,neutral,0.8
1214,contradiction,0.8
1215,entailment,0.8
1216,neutral,0.6
1217,entailment,0.6
1218,neutral,0.6
1219,neutral,0.8
1220,contradiction,1.0
1221,neutral,1.0
1222,entailment,1.0
1223,contradiction,1.0
1224,neutral,1.0
1225,entailment,1.0
1226,entailment,1.0
1227,neutral,0.8
1228,neutral,0.8
1229,contradiction,1.0
1230,entailment,1.0
1231,neutral,0.6
1232,contradiction,0.8
1233,neutral,1.0
1234,contradiction,0.6
1235,entailment,0.8
1236,neutral,1.0
1237,entailment,0.6
1238,neutral,1.0
1239,contradiction,1.0
1240,entailment,1.0
1241,contradiction,1.0
1242,neutral,0.8
1243,neutral,1.0
1244,entailment,1.0
1245,contradiction,1.0
1246,entailment,0.6
1247,contradiction,0.8
1248,neutral,0.8
1249,entailment,1.0
1250,neutral,0.8
1251,neutral,0.8
1252,entailment,1.0
1253,contradiction,1.0
1254,neutral,0.8
1255,contradiction,1.0
1256,neutral,1.0
1257,entailment,1.0
1258,neutral,0.8
1259,entailment,0.6
1260,contradiction,1.0
1261,entailment,0.8
1262,contradiction,1.0
1263,neutral,0.8
1264,neutral,0.8
1265,entailment,0.6
1266,contradiction,0.8
1267,neutral,0.6
1268,contradiction,0.6
1269,contradiction,0.8
1270,contradiction,1.0
1271,entailment,1.0
1272,neutral,1.0
1273,entailment,1.0
1274,neutral,0.8
1275,contradiction,1.0
1276,entailment,1.0
1277,contradiction,0.6
1278,neutral,1.0
1279,entailment,1.0
1280,neutral,1.0
1281,contradiction,1.0
1282,entailment,0.6
1283,contradiction,0.8
1284,entailment,0.8
1285,contradiction,0.8
1286,entailment,1.0
1287,neutral,1.0
1288,entailment,1.0
1289,neutral,1.0
1290,neutral,0.8
1291,neutral,0.8
1292,neutral,0.8
1293,neutral,1.0
1294,contradiction,1.0
1295,entailment,1.0
1296,contradiction,1.0
1297,neutral,0.8
1298,entailment,0.6
1299,neutral,1.0
1300,contradiction,1.0
1301,entailment,1.0
1302,neutral,0.8
1303,entailment,0.6
1304,contradiction,1.0
1305,neutral,0.6
1306,neutral,1.0
1307,contradiction,1.0
1308,contradiction,1.0
1309,entailment,1.0
1310,neutral,1.0
1311,contradiction,0.8
1312,neutral,0.8
1313,neutral,0.8
1314,neutral,0.6
1315,contradiction,1.0
1316,contradiction,1.0
1317,neutral,0.6
1318,neutral,1.0
1319,entailment,0.6
1320,entailment,0.6
1321,contradiction,1.0
1322,contradiction,0.6
