,0,1
90,contradiction,0.5333333333333333
91,entailment,0.5333333333333333
92,neutral,0.6
93,contradiction,0.4666666666666667
94,entailment,0.6
95,contradiction,0.4
96,contradiction,0.4666666666666667
97,entailment,0.5333333333333333
98,neutral,0.5333333333333333
99,contradiction,0.5333333333333333
100,entailment,0.6
101,neutral,0.7333333333333333
102,neutral,0.4666666666666667
103,entailment,0.5333333333333333
104,contradiction,0.4666666666666667
105,neutral,0.4666666666666667
106,contradiction,0.6
107,neutral,0.5333333333333333
108,contradiction,0.6666666666666666
109,entailment,0.4
110,entailment,0.4666666666666667
111,neutral,0.4666666666666667
112,contradiction,0.7333333333333333
113,contradiction,0.6666666666666666
114,entailment,0.6666666666666666
115,neutral,0.7333333333333333
116,entailment,0.6
117,entailment,0.4
118,contradiction,0.6
119,entailment,0.4
120,contradiction,0.6
121,entailment,0.4
122,entailment,0.5333333333333333
123,neutral,0.4666666666666667
124,contradiction,0.4666666666666667
125,neutral,0.6
126,contradiction,0.5333333333333333
127,entailment,0.7333333333333333
128,entailment,0.4666666666666667
129,contradiction,0.4
130,neutral,0.6
131,entailment,0.6
132,contradiction,0.6
133,contradiction,0.5333333333333333
134,entailment,0.4
135,contradiction,0.4666666666666667
136,entailment,0.4
137,entailment,0.4
138,contradiction,0.4666666666666667
139,neutral,0.6
140,neutral,0.4666666666666667
141,neutral,0.4
142,neutral,0.4666666666666667
143,neutral,0.6
144,entailment,0.6
145,contradiction,0.4
146,entailment,0.4
147,contradiction,0.6
148,entailment,0.6
149,contradiction,0.4
150,entailment,0.4666666666666667
151,contradiction,0.4
152,contradiction,0.7333333333333333
153,neutral,0.4666666666666667
154,entailment,0.5333333333333333
155,neutral,0.6666666666666666
156,neutral,0.4
157,entailment,0.6
158,contradiction,0.4
159,entailment,0.6
160,neutral,0.4666666666666667
161,neutral,0.7333333333333333
162,entailment,0.6
163,contradiction,0.4666666666666667
164,neutral,0.5333333333333333
165,entailment,0.6
166,contradiction,0.5333333333333333
167,neutral,0.6
168,entailment,0.5333333333333333
169,contradiction,0.4666666666666667
170,neutral,0.5333333333333333
171,contradiction,0.3333333333333333
172,entailment,0.4666666666666667
173,contradiction,0.5333333333333333
174,neutral,0.6
175,contradiction,0.3333333333333333
176,entailment,0.4666666666666667
177,neutral,0.4666666666666667
178,contradiction,0.4
179,contradiction,0.4
180,neutral,0.5333333333333333
181,entailment,0.6
182,contradiction,0.4
183,entailment,0.6
184,neutral,0.5333333333333333
185,contradiction,0.4666666666666667
186,entailment,0.4666666666666667
187,entailment,0.4
188,contradiction,0.5333333333333333
189,contradiction,0.4
190,neutral,0.6
191,entailment,0.4666666666666667
192,neutral,0.4
193,contradiction,0.5333333333333333
194,contradiction,0.6
195,entailment,0.8
196,entailment,0.4
197,contradiction,0.4
198,entailment,0.8666666666666667
199,contradiction,0.4
200,neutral,0.5333333333333333
201,contradiction,0.5333333333333333
202,contradiction,0.6
203,neutral,0.5333333333333333
204,neutral,0.5333333333333333
205,contradiction,0.4666666666666667
206,contradiction,0.5333333333333333
207,neutral,0.4666666666666667
208,contradiction,0.6
209,neutral,0.5333333333333333
210,entailment,0.5333333333333333
211,contradiction,0.6
212,neutral,0.6666666666666666
213,neutral,0.5333333333333333
214,contradiction,0.5333333333333333
215,neutral,0.6666666666666666
216,entailment,0.6
217,neutral,0.4666666666666667
218,neutral,0.5333333333333333
219,contradiction,0.4
220,neutral,0.5333333333333333
221,contradiction,0.5333333333333333
222,contradiction,0.4
223,entailment,0.4666666666666667
224,contradiction,0.4
225,contradiction,0.4666666666666667
226,neutral,0.5333333333333333
227,contradiction,0.4666666666666667
228,entailment,0.6
229,neutral,0.5333333333333333
230,contradiction,0.5333333333333333
231,contradiction,0.5333333333333333
232,entailment,0.5333333333333333
233,contradiction,0.6
234,neutral,0.4666666666666667
235,entailment,0.4
236,contradiction,0.4666666666666667
237,contradiction,0.4
238,entailment,0.7333333333333333
239,neutral,0.5333333333333333
240,neutral,0.4666666666666667
241,contradiction,0.6666666666666666
242,entailment,0.4666666666666667
243,contradiction,0.5333333333333333
244,entailment,0.6
245,neutral,0.5333333333333333
246,entailment,0.5333333333333333
247,entailment,0.5333333333333333
248,contradiction,0.4666666666666667
249,neutral,0.4666666666666667
250,contradiction,0.5333333333333333
251,neutral,0.4666666666666667
252,contradiction,0.6
253,neutral,0.5333333333333333
254,neutral,0.4666666666666667
255,contradiction,0.5333333333333333
256,neutral,0.8
257,entailment,0.5333333333333333
258,neutral,0.5333333333333333
259,entailment,0.6
260,contradiction,0.4666666666666667
261,contradiction,0.4666666666666667
262,entailment,0.5333333333333333
263,contradiction,0.4666666666666667
264,entailment,0.4666666666666667
265,contradiction,0.6666666666666666
266,entailment,0.6666666666666666
267,entailment,0.4
268,contradiction,0.4666666666666667
269,entailment,0.4666666666666667
270,contradiction,0.4666666666666667
271,entailment,0.6
272,neutral,0.5333333333333333
273,contradiction,0.4666666666666667
274,entailment,0.7333333333333333
275,contradiction,0.6
276,entailment,0.7333333333333333
277,contradiction,0.3333333333333333
278,contradiction,0.6666666666666666
279,contradiction,0.4666666666666667
280,contradiction,0.4
281,neutral,0.5333333333333333
282,entailment,0.4666666666666667
283,entailment,0.5333333333333333
284,entailment,0.6
285,contradiction,0.5333333333333333
286,entailment,0.5333333333333333
287,entailment,0.5333333333333333
288,neutral,0.8
289,contradiction,0.5333333333333333
290,entailment,0.5333333333333333
291,contradiction,0.4666666666666667
292,neutral,0.7333333333333333
293,contradiction,0.3333333333333333
294,neutral,0.6
295,contradiction,0.4
296,neutral,0.4666666666666667
297,entailment,0.4
298,contradiction,0.5333333333333333
299,contradiction,0.4666666666666667
300,entailment,0.5333333333333333
301,contradiction,0.5333333333333333
302,neutral,0.4666666666666667
303,entailment,0.4666666666666667
304,contradiction,0.5333333333333333
305,contradiction,0.4666666666666667
306,neutral,0.4
307,entailment,0.5333333333333333
308,neutral,0.5333333333333333
309,neutral,0.4666666666666667
310,entailment,0.7333333333333333
311,neutral,0.4666666666666667
312,contradiction,0.4666666666666667
313,entailment,0.5333333333333333
314,entailment,0.4666666666666667
315,contradiction,0.5333333333333333
316,neutral,0.4
317,contradiction,0.4
318,contradiction,0.6666666666666666
319,neutral,0.5333333333333333
320,entailment,0.6666666666666666
321,neutral,0.5333333333333333
322,contradiction,0.4666666666666667
323,entailment,0.6
324,neutral,0.6666666666666666
325,contradiction,0.5333333333333333
326,neutral,0.4666666666666667
327,entailment,0.4666666666666667
328,contradiction,0.5333333333333333
329,neutral,0.4666666666666667
330,entailment,0.5333333333333333
331,contradiction,0.6666666666666666
332,neutral,0.5333333333333333
333,neutral,0.4666666666666667
334,entailment,0.6666666666666666
335,contradiction,0.4666666666666667
336,entailment,0.4666666666666667
337,neutral,0.8
338,entailment,0.6666666666666666
339,contradiction,0.6
340,neutral,0.4
341,entailment,0.7333333333333333
342,contradiction,0.5333333333333333
343,neutral,0.4
344,contradiction,0.5333333333333333
345,neutral,0.4
346,entailment,0.7333333333333333
347,neutral,0.6666666666666666
348,contradiction,0.6
349,entailment,0.4666666666666667
350,entailment,0.6666666666666666
351,contradiction,0.5333333333333333
352,contradiction,0.6
353,entailment,0.4
354,entailment,0.5333333333333333
355,entailment,0.5333333333333333
356,neutral,0.6666666666666666
357,contradiction,0.4
358,neutral,0.4
359,contradiction,0.4666666666666667
360,neutral,0.6666666666666666
361,entailment,0.4
362,contradiction,0.4
363,contradiction,0.6
364,entailment,0.6666666666666666
365,neutral,0.5333333333333333
366,contradiction,0.4
367,contradiction,0.5333333333333333
368,contradiction,0.4
369,entailment,0.4666666666666667
370,entailment,0.6666666666666666
371,entailment,0.4666666666666667
372,contradiction,0.5333333333333333
373,contradiction,0.3333333333333333
374,neutral,0.6666666666666666
375,entailment,0.5333333333333333
376,contradiction,0.6
377,neutral,0.4666666666666667
378,entailment,0.5333333333333333
379,contradiction,0.4666666666666667
380,contradiction,0.4
381,contradiction,0.4
382,entailment,0.4
383,entailment,0.6
384,neutral,0.4666666666666667
385,contradiction,0.6666666666666666
386,contradiction,0.6
387,neutral,0.5333333333333333
388,entailment,0.6666666666666666
389,neutral,0.5333333333333333
390,neutral,0.7333333333333333
391,entailment,0.6
392,entailment,0.4
393,contradiction,0.4666666666666667
394,neutral,0.4
395,contradiction,0.4
396,neutral,0.4
397,entailment,0.4
398,contradiction,0.7333333333333333
399,neutral,0.4666666666666667
400,entailment,0.4666666666666667
401,neutral,0.5333333333333333
402,contradiction,0.4666666666666667
403,entailment,0.6666666666666666
404,entailment,0.5333333333333333
405,contradiction,0.5333333333333333
406,neutral,0.6
407,contradiction,0.4666666666666667
408,neutral,0.4666666666666667
409,entailment,0.5333333333333333
410,contradiction,0.6
411,entailment,0.4666666666666667
412,neutral,0.4666666666666667
413,contradiction,0.5333333333333333
414,contradiction,0.3333333333333333
415,contradiction,0.4
416,entailment,0.5333333333333333
417,contradiction,0.7333333333333333
418,contradiction,0.4666666666666667
419,entailment,0.5333333333333333
420,contradiction,0.4666666666666667
421,neutral,0.4666666666666667
422,neutral,0.5333333333333333
423,contradiction,0.4666666666666667
424,entailment,0.7333333333333333
425,contradiction,0.6666666666666666
426,entailment,0.5333333333333333
427,entailment,0.4666666666666667
428,contradiction,0.6666666666666666
429,contradiction,0.4666666666666667
430,contradiction,0.5333333333333333
431,contradiction,0.4
432,entailment,0.6
433,neutral,0.4666666666666667
434,contradiction,0.4666666666666667
435,entailment,0.4666666666666667
436,contradiction,0.8
437,neutral,0.4666666666666667
438,entailment,0.4666666666666667
439,contradiction,0.4666666666666667
440,contradiction,0.4
441,contradiction,0.6666666666666666
442,contradiction,0.3333333333333333
443,entailment,0.6
444,entailment,0.4
445,contradiction,0.4
446,contradiction,0.6666666666666666
447,entailment,0.4666666666666667
448,neutral,0.5333333333333333
449,contradiction,0.6
450,contradiction,0.4666666666666667
451,neutral,0.5333333333333333
452,entailment,0.5333333333333333
453,contradiction,0.5333333333333333
454,neutral,0.4666666666666667
455,neutral,0.5333333333333333
456,entailment,0.6
457,contradiction,0.6
458,contradiction,0.4666666666666667
459,neutral,0.6
460,entailment,0.4666666666666667
461,neutral,0.6
462,entailment,0.4666666666666667
463,contradiction,0.4666666666666667
464,contradiction,0.6666666666666666
465,entailment,0.4666666666666667
466,neutral,0.4666666666666667
467,neutral,0.6666666666666666
468,contradiction,0.6
469,entailment,0.4666666666666667
470,neutral,0.4666666666666667
471,contradiction,0.6666666666666666
472,entailment,0.4666666666666667
473,contradiction,0.6
474,entailment,0.4666666666666667
475,entailment,0.4
476,entailment,0.4666666666666667
477,neutral,0.6
478,contradiction,0.5333333333333333
479,contradiction,0.4666666666666667
480,entailment,0.6
481,neutral,0.5333333333333333
482,contradiction,0.6666666666666666
483,neutral,0.5333333333333333
484,entailment,0.6
485,contradiction,0.4
486,contradiction,0.3333333333333333
487,contradiction,0.6
488,entailment,0.4
489,contradiction,0.4666666666666667
490,neutral,0.5333333333333333
491,contradiction,0.4666666666666667
492,contradiction,0.4
493,entailment,0.6
494,entailment,0.4
495,neutral,0.5333333333333333
496,contradiction,0.4
497,contradiction,0.4666666666666667
498,entailment,0.7333333333333333
499,neutral,0.4
500,contradiction,0.6
501,entailment,0.4
502,neutral,0.6666666666666666
503,contradiction,0.7333333333333333
504,neutral,0.5333333333333333
505,entailment,0.5333333333333333
506,contradiction,0.4666666666666667
507,entailment,0.5333333333333333
508,neutral,0.5333333333333333
509,contradiction,0.5333333333333333
510,neutral,0.4
511,entailment,0.5333333333333333
512,neutral,0.5333333333333333
513,neutral,0.4666666666666667
514,contradiction,0.4
515,entailment,0.5333333333333333
516,neutral,0.5333333333333333
517,contradiction,0.4666666666666667
518,entailment,0.5333333333333333
519,neutral,0.6
520,contradiction,0.5333333333333333
521,entailment,0.6
522,contradiction,0.4666666666666667
523,contradiction,0.4666666666666667
524,neutral,0.6666666666666666
525,entailment,0.6666666666666666
526,entailment,0.4666666666666667
527,contradiction,0.6
528,entailment,0.4666666666666667
529,entailment,0.4666666666666667
530,contradiction,0.6
531,entailment,0.4666666666666667
532,entailment,0.6
533,contradiction,0.6666666666666666
534,neutral,0.5333333333333333
535,entailment,0.7333333333333333
536,neutral,0.4666666666666667
537,contradiction,0.7333333333333333
538,contradiction,0.6666666666666666
539,neutral,0.5333333333333333
540,entailment,0.6666666666666666
541,neutral,0.5333333333333333
542,entailment,0.6
543,contradiction,0.4
544,neutral,0.5333333333333333
545,contradiction,0.4
546,entailment,0.6
547,entailment,0.4666666666666667
548,contradiction,0.4
549,entailment,0.4666666666666667
550,neutral,0.6
551,entailment,0.4666666666666667
552,contradiction,0.5333333333333333
553,contradiction,0.5333333333333333
554,contradiction,0.3333333333333333
555,entailment,0.5333333333333333
556,entailment,0.7333333333333333
557,contradiction,0.4666666666666667
558,contradiction,0.6666666666666666
559,entailment,0.5333333333333333
560,neutral,0.5333333333333333
561,contradiction,0.5333333333333333
562,neutral,0.4666666666666667
563,neutral,0.4666666666666667
564,contradiction,0.4666666666666667
565,entailment,0.6666666666666666
566,contradiction,0.4
567,contradiction,0.6666666666666666
568,contradiction,0.4
569,neutral,0.4
570,entailment,0.5333333333333333
571,entailment,0.5333333333333333
572,contradiction,0.4666666666666667
573,contradiction,0.4666666666666667
574,entailment,0.5333333333333333
575,contradiction,0.5333333333333333
576,neutral,0.6666666666666666
577,entailment,0.4666666666666667
578,contradiction,0.6
579,neutral,0.6666666666666666
580,entailment,0.4
581,contradiction,0.8
582,entailment,0.4
583,neutral,0.4666666666666667
584,contradiction,0.7333333333333333
585,entailment,0.5333333333333333
586,neutral,0.4
587,neutral,0.6
588,entailment,0.6
589,contradiction,0.5333333333333333
590,neutral,0.5333333333333333
591,entailment,0.5333333333333333
592,neutral,0.4666666666666667
593,contradiction,0.6666666666666666
594,entailment,0.6
595,entailment,0.5333333333333333
596,contradiction,0.4666666666666667
597,neutral,0.5333333333333333
598,neutral,0.6
599,entailment,0.6666666666666666
600,contradiction,0.4666666666666667
601,contradiction,0.5333333333333333
602,entailment,0.6
603,neutral,0.6
604,neutral,0.5333333333333333
605,neutral,0.4
606,contradiction,0.4
607,contradiction,0.4
608,neutral,0.8
609,entailment,0.4
610,entailment,0.6
611,contradiction,0.6
612,contradiction,0.3333333333333333
613,entailment,0.6
614,contradiction,0.5333333333333333
615,entailment,0.4
616,neutral,0.8
617,entailment,0.6
618,neutral,0.4666666666666667
619,contradiction,0.4666666666666667
620,entailment,0.6
621,neutral,0.6
622,contradiction,0.4666666666666667
623,neutral,0.5333333333333333
624,neutral,0.5333333333333333
625,contradiction,0.4666666666666667
626,entailment,0.4
627,neutral,0.6666666666666666
628,neutral,0.4666666666666667
629,contradiction,0.4666666666666667
630,contradiction,0.4
631,contradiction,0.4
632,entailment,0.6
633,neutral,0.4666666666666667
634,contradiction,0.5333333333333333
635,neutral,0.5333333333333333
636,entailment,0.6
637,entailment,0.4666666666666667
638,entailment,0.7333333333333333
639,contradiction,0.5333333333333333
640,neutral,0.4666666666666667
641,entailment,0.5333333333333333
642,neutral,0.5333333333333333
643,contradiction,0.4
644,entailment,0.4666666666666667
645,contradiction,0.4
646,neutral,0.6
647,contradiction,0.4
648,entailment,0.5333333333333333
649,contradiction,0.3333333333333333
650,contradiction,0.6666666666666666
651,neutral,0.5333333333333333
652,entailment,0.7333333333333333
653,entailment,0.6
654,entailment,0.4666666666666667
655,contradiction,0.6666666666666666
656,entailment,0.4
657,contradiction,0.5333333333333333
658,entailment,0.4666666666666667
659,neutral,0.4666666666666667
660,entailment,0.4666666666666667
661,contradiction,0.4
662,entailment,0.6
663,contradiction,0.5333333333333333
664,neutral,0.5333333333333333
665,entailment,0.5333333333333333
666,contradiction,0.4666666666666667
667,contradiction,0.4
668,entailment,0.5333333333333333
669,contradiction,0.6
670,neutral,0.6666666666666666
671,neutral,0.6
672,entailment,0.4666666666666667
673,contradiction,0.4666666666666667
674,entailment,0.5333333333333333
675,entailment,0.4
676,entailment,0.5333333333333333
677,entailment,0.8
678,contradiction,0.6
679,neutral,0.4666666666666667
680,entailment,0.6666666666666666
681,neutral,0.5333333333333333
682,contradiction,0.7333333333333333
683,entailment,0.6
684,contradiction,0.6666666666666666
685,neutral,0.4666666666666667
686,entailment,0.6
687,contradiction,0.7333333333333333
688,entailment,0.4
689,entailment,0.6
690,contradiction,0.6
691,neutral,0.4666666666666667
692,entailment,0.4
693,neutral,0.4666666666666667
694,neutral,0.4
695,entailment,0.7333333333333333
696,contradiction,0.6
697,neutral,0.5333333333333333
698,entailment,0.4
699,neutral,0.5333333333333333
700,entailment,0.5333333333333333
701,entailment,0.4
702,neutral,0.6
703,contradiction,0.5333333333333333
704,neutral,0.5333333333333333
705,neutral,0.5333333333333333
706,contradiction,0.6
707,contradiction,0.4666666666666667
708,contradiction,0.5333333333333333
709,neutral,0.5333333333333333
710,entailment,0.6666666666666666
711,neutral,0.5333333333333333
712,contradiction,0.6
713,entailment,0.4666666666666667
714,neutral,0.6
715,contradiction,0.7333333333333333
716,contradiction,0.4
717,entailment,0.6
718,entailment,0.6666666666666666
719,contradiction,0.4666666666666667
720,contradiction,0.4666666666666667
721,entailment,0.4666666666666667
722,neutral,0.4666666666666667
723,neutral,0.6
724,contradiction,0.4666666666666667
725,entailment,0.6
726,entailment,0.4666666666666667
727,contradiction,0.4
728,contradiction,0.5333333333333333
729,entailment,0.5333333333333333
730,entailment,0.5333333333333333
731,entailment,0.5333333333333333
732,contradiction,0.6666666666666666
733,neutral,0.5333333333333333
734,neutral,0.4
735,contradiction,0.4
736,entailment,0.4
737,contradiction,0.4
738,neutral,0.4
739,entailment,0.6
740,neutral,0.4666666666666667
741,neutral,0.7333333333333333
742,entailment,0.4666666666666667
743,entailment,0.6
744,neutral,0.4666666666666667
745,contradiction,0.6
746,neutral,0.6
747,contradiction,0.3333333333333333
748,entailment,0.6666666666666666
749,neutral,0.6
750,contradiction,0.4666666666666667
751,contradiction,0.4666666666666667
752,entailment,0.6
753,contradiction,0.4
754,entailment,0.4
755,contradiction,0.4666666666666667
756,neutral,0.5333333333333333
757,contradiction,0.5333333333333333
758,neutral,0.5333333333333333
759,entailment,0.6
760,contradiction,0.5333333333333333
761,neutral,0.6666666666666666
762,contradiction,0.4666666666666667
763,entailment,0.6666666666666666
764,contradiction,0.4666666666666667
765,entailment,0.4
766,neutral,0.4666666666666667
767,neutral,0.4
768,entailment,0.6
769,contradiction,0.5333333333333333
770,contradiction,0.4666666666666667
771,neutral,0.5333333333333333
772,contradiction,0.4666666666666667
773,entailment,0.7333333333333333
774,contradiction,0.4666666666666667
775,contradiction,0.5333333333333333
776,neutral,0.4666666666666667
777,entailment,0.5333333333333333
778,contradiction,0.7333333333333333
779,neutral,0.7333333333333333
780,contradiction,0.6666666666666666
781,neutral,0.5333333333333333
782,contradiction,0.4666666666666667
783,entailment,0.5333333333333333
784,neutral,0.5333333333333333
785,contradiction,0.5333333333333333
786,contradiction,0.4666666666666667
787,entailment,0.5333333333333333
788,contradiction,0.4
789,entailment,0.8
790,contradiction,0.4
791,contradiction,0.5333333333333333
792,entailment,0.5333333333333333
793,neutral,0.6666666666666666
794,contradiction,0.6
795,neutral,0.4666666666666667
796,entailment,0.5333333333333333
797,contradiction,0.6666666666666666
798,contradiction,0.4666666666666667
799,neutral,0.4666666666666667
800,neutral,0.6666666666666666
801,contradiction,0.5333333333333333
802,entailment,0.4666666666666667
803,entailment,0.4666666666666667
804,neutral,0.6666666666666666
805,contradiction,0.6666666666666666
806,entailment,0.6666666666666666
807,neutral,0.6
808,contradiction,0.6
809,contradiction,0.4666666666666667
810,contradiction,0.4666666666666667
811,entailment,0.5333333333333333
812,contradiction,0.4666666666666667
813,entailment,0.4666666666666667
814,contradiction,0.5333333333333333
815,contradiction,0.5333333333333333
816,contradiction,0.4
817,entailment,0.5333333333333333
818,contradiction,0.6
819,neutral,0.6666666666666666
820,contradiction,0.4
821,entailment,0.4
822,contradiction,0.4666666666666667
823,entailment,0.6
824,contradiction,0.6
825,entailment,0.5333333333333333
826,neutral,0.7333333333333333
827,neutral,0.6666666666666666
828,entailment,0.6
829,contradiction,0.5333333333333333
830,neutral,0.5333333333333333
831,contradiction,0.5333333333333333
832,entailment,0.7333333333333333
833,neutral,0.6666666666666666
834,contradiction,0.5333333333333333
835,entailment,0.5333333333333333
836,entailment,0.4666666666666667
837,neutral,0.6
838,contradiction,0.4
839,contradiction,0.8
840,neutral,0.4666666666666667
841,entailment,0.5333333333333333
842,contradiction,0.6666666666666666
843,neutral,0.6666666666666666
844,entailment,0.6
845,entailment,0.5333333333333333
846,neutral,0.4666666666666667
847,neutral,0.6
848,entailment,0.6
849,contradiction,0.4666666666666667
850,neutral,0.5333333333333333
851,contradiction,0.6
852,entailment,0.4
853,neutral,0.6666666666666666
854,neutral,0.4
855,contradiction,0.7333333333333333
856,entailment,0.4666666666666667
857,neutral,0.4
858,neutral,0.4666666666666667
859,neutral,0.5333333333333333
860,neutral,0.5333333333333333
861,contradiction,0.6
862,entailment,0.4666666666666667
863,entailment,0.4
864,contradiction,0.4666666666666667
865,entailment,0.5333333333333333
866,neutral,0.6666666666666666
867,contradiction,0.6
868,entailment,0.6
869,contradiction,0.5333333333333333
870,entailment,0.4666666666666667
871,contradiction,0.3333333333333333
872,neutral,0.5333333333333333
873,contradiction,0.5333333333333333
874,entailment,0.5333333333333333
875,contradiction,0.5333333333333333
876,contradiction,0.5333333333333333
877,neutral,0.4666666666666667
878,contradiction,0.4666666666666667
879,neutral,0.4666666666666667
880,entailment,0.6
881,neutral,0.4666666666666667
882,contradiction,0.6666666666666666
883,neutral,0.6666666666666666
884,contradiction,0.5333333333333333
885,neutral,0.4666666666666667
886,entailment,0.6666666666666666
887,neutral,0.5333333333333333
888,neutral,0.4
889,contradiction,0.4666666666666667
890,entailment,0.6666666666666666
891,contradiction,0.4
892,neutral,0.4
893,contradiction,0.4
894,neutral,0.4666666666666667
895,entailment,0.4666666666666667
896,entailment,0.4
897,contradiction,0.4
898,contradiction,0.6666666666666666
899,neutral,0.4
900,entailment,0.6666666666666666
901,entailment,0.4
902,neutral,0.4666666666666667
903,neutral,0.5333333333333333
904,entailment,0.6
905,neutral,0.5333333333333333
906,contradiction,0.5333333333333333
907,contradiction,0.5333333333333333
908,neutral,0.4666666666666667
909,neutral,0.4666666666666667
910,contradiction,0.5333333333333333
911,neutral,0.4666666666666667
912,entailment,0.4666666666666667
913,entailment,0.5333333333333333
914,contradiction,0.4
915,neutral,0.4
916,neutral,0.4
917,contradiction,0.4
918,contradiction,0.6
919,entailment,0.5333333333333333
920,neutral,0.4666666666666667
921,contradiction,0.5333333333333333
922,contradiction,0.6
923,entailment,0.7333333333333333
924,neutral,0.6
925,contradiction,0.7333333333333333
926,entailment,0.6
927,neutral,0.5333333333333333
928,contradiction,0.7333333333333333
929,neutral,0.6
930,contradiction,0.4
931,contradiction,0.4
932,contradiction,0.4666666666666667
933,entailment,0.6
934,entailment,0.5333333333333333
935,contradiction,0.6666666666666666
936,neutral,0.4
937,contradiction,0.4
938,contradiction,0.6
939,entailment,0.5333333333333333
940,neutral,0.6666666666666666
941,entailment,0.4666666666666667
942,contradiction,0.4
943,entailment,0.8666666666666667
944,neutral,0.6
945,contradiction,0.6666666666666666
946,entailment,0.4666666666666667
947,entailment,0.4666666666666667
948,contradiction,0.7333333333333333
949,contradiction,0.5333333333333333
950,neutral,0.7333333333333333
951,contradiction,0.6
952,neutral,0.5333333333333333
953,entailment,0.6
954,contradiction,0.4
955,neutral,0.6
956,contradiction,0.6666666666666666
957,entailment,0.8
958,neutral,0.4666666666666667
959,contradiction,0.6
960,contradiction,0.6
961,neutral,0.6666666666666666
962,entailment,0.6
963,entailment,0.6
964,contradiction,0.4
965,neutral,0.5333333333333333
966,neutral,0.4666666666666667
967,neutral,0.4666666666666667
968,contradiction,0.4666666666666667
969,entailment,0.4666666666666667
970,neutral,0.4666666666666667
971,contradiction,0.5333333333333333
972,entailment,0.6666666666666666
973,contradiction,0.4666666666666667
974,neutral,0.5333333333333333
975,entailment,0.4
976,contradiction,0.4
977,entailment,0.6
978,neutral,0.5333333333333333
979,neutral,0.4666666666666667
980,contradiction,0.3333333333333333
981,neutral,0.4666666666666667
982,entailment,0.5333333333333333
983,neutral,0.4666666666666667
984,contradiction,0.4666666666666667
985,entailment,0.4
986,contradiction,0.5333333333333333
987,entailment,0.6666666666666666
988,contradiction,0.4
989,entailment,0.4666666666666667
990,contradiction,0.4666666666666667
991,contradiction,0.4
992,entailment,0.5333333333333333
993,entailment,0.5333333333333333
994,entailment,0.7333333333333333
995,contradiction,0.6666666666666666
996,contradiction,0.4
997,neutral,0.4
998,contradiction,0.4
999,entailment,0.4
1000,neutral,0.4666666666666667
1001,neutral,0.4666666666666667
1002,contradiction,0.7333333333333333
1003,entailment,0.6
1004,neutral,0.5333333333333333
1005,neutral,0.7333333333333333
1006,neutral,0.5333333333333333
1007,contradiction,0.6
1008,contradiction,0.5333333333333333
1009,neutral,0.4666666666666667
1010,entailment,0.4
1011,entailment,0.6
1012,neutral,0.6
1013,neutral,0.4666666666666667
1014,contradiction,0.4
1015,entailment,0.4666666666666667
1016,neutral,0.5333333333333333
1017,neutral,0.6
1018,contradiction,0.6666666666666666
1019,entailment,0.4
